course_id,course_title,lec_section,lab_section,lec_credit,lab_credit,day,time,room,lecturer
261494,Selected Topics in Computer Engineering,003,000,3,0,TuF,1430-1600,521,โดม  โพธิกานนท์
261494,Selected Topics in Computer Engineering,006,000,3,0,TuF,1300-1430,518,ศศิน  จันทร์พวงทอง
261494,Selected Topics in Computer Engineering,803,000,3,0,TuF,1430-1600,521,โดม  โพธิกานนท์
261494,Selected Topics in Computer Engineering,806,000,3,0,TuF,1300-1430,518,ศศิน  จันทร์พวงทอง
261495,Cooperative Education,000,001,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,002,0,6,TBA,0000-0000,TBA,โดม  โพธิกานนท์
261495,Cooperative Education,000,003,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,004,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,005,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,006,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,007,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,008,0,6,TBA,0000-0000,TBA,โดม  โพธิกานนท์
261495,Cooperative EducationTeaching  medium is in English/เรียนเป็นภาษาอังกฤษ,000,701,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative EducationTeaching  medium is in English/เรียนเป็นภาษาอังกฤษ,000,702,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,801,0,6,TBA,0000-0000,TBA,ปฏิเวธ  วุฒิสารวัฒนา
261495,Cooperative Education,000,802,0,6,TBA,0000-0000,TBA,โดม  โพธิกานนท์
261497,Selected Topics in Computer Software,002,000,3,0,TuF,0930-1100,TBA,ชินวัตร  อิศราดิสัยกุล
261497,Selected Topics in Computer Software,003,000,3,0,TuF,0930-1100,518,โดม  โพธิกานนท์Co-Instrucนิรันดร์  พิสุทธอานนท์
261497,Selected Topics in Computer Software,013,000,3,0,TuF,0930-1100,518,โดม  โพธิกานนท์
261497,Selected Topics in Computer Software,802,000,3,0,TuF,0930-1100,TBA,ชินวัตร  อิศราดิสัยกุล
261497,Selected Topics in Computer Software,803,000,3,0,TuF,0930-1100,518,โดม  โพธิกานนท์Co-Instrucนิรันดร์  พิสุทธอานนท์
261499,Selected Topics in Computational Intelligence,001,000,3,0,TuF,1600-1730,521,กานต์  ปทานุคม
261499,Selected Topics in Computational Intelligence,099,000,3,0,TuF,1600-1730,521,กานต์  ปทานุคม
261499,Selected Topics in Computational Intelligence,801,000,3,0,TuF,1600-1730,521,กานต์  ปทานุคม
261701,Mathematics for Computer Engineering,001,000,3,0,We,0900-1200,501,ตรัสพงศ์  ไทยอุปถัมภ์Co-Instrucอัญญา อาภาวัชรุตม์ วีรประพันธ์สรรพวรรธน์  กันตะบุตรนริศรา  เอี่ยมคณิตชาติ
261701,Mathematics for Computer Engineering,801,000,3,0,Sa,0900-1200,413B,ตรัสพงศ์  ไทยอุปถัมภ์Co-Instrucอัญญา อาภาวัชรุตม์ วีรประพันธ์สรรพวรรธน์  กันตะบุตรนริศรา  เอี่ยมคณิตชาติ
261702,Algorithm Analysis and Design,001,000,3,0,We,1300-1600,413A,สรรพวรรธน์  กันตะบุตร
261702,Algorithm Analysis and Design,802,000,3,0,Su,1530-1830,413B,จักรพงศ์  นาทวิชัยCo-Instrucพฤษภ์  บุญมาชินวัตร  อิศราดิสัยกุลนษิ  ตันติธารานุกูล
261706,Research Methodology for Computer Engineering,001,000,2,0,Tu,1300-1500,501,นริศรา  เอี่ยมคณิตชาติ
261706,Research Methodology for Computer Engineering,801,000,2,0,Sa,1300-1500,413B,นริศรา  เอี่ยมคณิตชาติ
261739,Advanced Network Management,001,000,3,0,MTh,1430-1600,413A,ยุทธพงษ์  สมจิต
261739,Advanced Network Management,801,000,3,0,Su,0900-1200,403,ยุทธพงษ์  สมจิต
261746,Human-Computer Interaction,001,000,3,0,Fr,0930-1230,501,ลัชนา  ระมิงค์วงศ์
261746,Human-Computer Interaction,801,000,3,0,TBA,0000-0000,413A,ลัชนา  ระมิงค์วงศ์
261754,Advanced Pattern Recognition,001,000,3,0,MTh,0930-1100,501,ศันสนีย์  เอื้อพันธ์วิริยะกุล
261754,Advanced Pattern Recognition,801,000,3,0,Su,1000-1300,online / onsite 413B,ศันสนีย์  เอื้อพันธ์วิริยะกุล
261769,Computational Media,001,000,3,0,Tu,0900-1200,413B,สันติ  พิทักษ์กิจนุกูร
261769,Computational Media,801,000,3,0,Su,0900-1200,online / onsite 404,สันติ  พิทักษ์กิจนุกูร
261791,Seminar in Computer Engineering,001,000,1,0,Fr,1300-1400,404,สรรพวรรธน์  กันตะบุตร
261795,Selected Topics in Computational,001,000,3,0,TuF,1600-1730,521,กานต์  ปทานุคม
261795,Selected Topics in ComputationalTeaching  medium is in English/เรียนเป็นภาษาอังกฤษ,003,000,3,0,Tu,0900-1200,TBA,เกษมสิทธิ์  ตียพันธ์Co-Instrucศันสนีย์  เอื้อพันธ์วิริยะกุล
261795,Selected Topics in Computational,801,000,3,0,TBA,0000-0000,TBA,กานต์  ปทานุคม
261798,Master’s Thesis,000,001,0,36,TBA,0000-0000,TBA,สันติ  พิทักษ์กิจนุกูร
261798,Master’s Thesis,000,002,0,36,TBA,0000-0000,TBA,ศศิน  จันทร์พวงทอง
261798,Master’s Thesis,000,003,0,36,TBA,0000-0000,TBA,ธนาทิพย์  จันทร์คง
261798,Master’s Thesis,000,004,0,36,TBA,0000-0000,TBA,คณาจารย์
261798,Master’s Thesis,000,005,0,36,TBA,0000-0000,TBA,คณาจารย์
261798,Master’s Thesis,000,006,0,36,TBA,0000-0000,TBA,คณาจารย์
261798,Master’s Thesis,000,007,0,36,TBA,0000-0000,TBA,คณาจารย์
261798,Master’s Thesis,000,008,0,36,TBA,0000-0000,TBA,คณาจารย์
261798,Master’s Thesis,000,009,0,36,TBA,0000-0000,TBA,คณาจารย์
261798,Master’s Thesis,000,010,0,36,TBA,0000-0000,TBA,คณาจารย์
261799,Master’s Thesis,000,001,0,12,TBA,0000-0000,0000,คณาจารย์
261799,Master’s Thesis,000,002,0,12,TBA,0000-0000,0000,เจนจิรา  ใจมั่ง
261799,Master’s Thesis,000,003,0,12,TBA,0000-0000,0000,ปฏิเวธ  วุฒิสารวัฒนา
261799,Master’s Thesis,000,004,0,12,TBA,0000-0000,0000,ปฏิเวธ  วุฒิสารวัฒนา
261799,Master’s Thesis,000,005,0,12,TBA,0000-0000,0000,คณาจารย์
261799,Master’s Thesis,000,006,0,12,TBA,0000-0000,0000,ณัฐนันท์  พรหมสุข
261799,Master’s Thesis,000,007,0,12,TBA,0000-0000,0000,ปฏิเวธ  วุฒิสารวัฒนา
